# strong X-ray emission lines with Emissivity>1e-18
# with 0.1 keV < energy < 10.1 keV
# www.atomdb.org/Webguide, uses atomDB 3.0.2
ion	ionization_stage	energy	wavelength	upper_lev	lower_lev	emissivity	kT	relative_intensity
#(-)	(-)	(keV)	(A)	(level)	(level)	(ph*cm3/s)	(keV)	(-)
Ca	XV	0.509	24.3585874263	22	2	1.723E-018	0.4319	0
Ca	XIV	0.508	24.4065374016	44	1	1.303E-018	0.3431	0
Ca	XV	0.508	24.4065374016	83	11	1.357E-018	0.4319	0
S	XIII	0.508	24.4065374016	84	5	3.305E-018	0.2725	0
S	XIV	0.508	24.4065374016	9	2	2.174E-018	0.3431	0
Ca	XV	0.508	24.4065374016	83	12	1.771E-018	0.4319	0
Ca	XV	0.507	24.4546765286	22	3	3.815E-018	0.4319	0
S	XIV	0.506	24.5030059289	9	3	4.596E-018	0.3431	0
Ca	XIII	0.505	24.5515267327	104	1	1.144E-018	0.2725	0
S	XIII	0.504	24.6002400794	52	1	1.473E-017	0.2725	0
Fe	XXII	0.504	24.6002400794	151	17	2.167E-018	1.085	0
Ca	XIII	0.504	24.6002400794	101	1	3.962E-018	0.2725	0
Ar	XIII	0.503	24.6491471173	197	7	2.448E-018	0.2725	0
Ca	XVI	0.502	24.698249004	87	7	1.387E-018	0.4319	0
N	VI_DRsat	0.501	24.7475469062	10037	17	1.26E-018	0.1719	0
Ar	XV	0.501	24.7475469062	15	1	9.163E-018	0.3431	0
Ar	XV	0.501	24.7475469062	13	1	1.676E-017	0.3431	0
Ca	XIII	0.501	24.7475469062	97	1	1.276E-018	0.2725	0
Ca	XIV	0.501	24.7475469062	58	3	1.024E-018	0.3431	0
Ca	XVI	0.501	24.7475469062	73	6	4.468E-018	0.4319	0
N	VI_DRsat	0.501	24.7475469062	10092	30	1.02E-018	0.1719	0
N	VII	0.5	24.797042	4	1	4.051E-016	0.1719	0.04
N	VII	0.5	24.797042	3	1	2.029E-016	0.1719	0.02
N	VI_DRsat	0.5	24.797042	10137	40	1.08E-018	0.1719	0
N	VI_DRsat	0.499	24.8467354709	10086	26	1.269E-018	0.1719	0
Ca	XIV	0.499	24.8467354709	54	2	2.064E-018	0.3431	0
Ar	XVI	0.499	24.8467354709	7	2	1.23E-017	0.4319	0
N	VI	0.498	24.8966285141	13	1	5.406E-017	0.1366	0.01
N	VI_DRsat	0.498	24.8966285141	10046	16	1.388E-018	0.1719	0
Ar	XII	0.497	24.946722334	249	1	3.706E-018	0.2165	0
Ar	XII	0.496	24.9970181452	248	1	6.256E-018	0.2165	0
Ar	XII	0.496	24.9970181452	246	1	5.32E-018	0.2165	0
Ar	XVI	0.496	24.9970181452	8	3	2.226E-017	0.4319	0
Ar	XVI	0.496	24.9970181452	7	3	2.445E-018	0.4319	0
Ca	XIV	0.495	25.0475171717	86	6	1.06E-018	0.3431	0
Ca	XIV	0.495	25.0475171717	46	3	1.82E-018	0.3431	0
Ar	XII	0.495	25.0475171717	241	1	3.965E-018	0.2165	0
Fe	XXI	0.494	25.0982206478	455	22	3.672E-018	1.085	0
Fe	XXI	0.494	25.0982206478	454	22	1.025E-018	1.085	0
N	VI_DRsat	0.49	25.3031040816	10005	2	1.516E-018	0.1366	0
Ca	XI	0.49	25.3031040816	70	1	1.81E-017	0.1719	0
Ca	XIII	0.489	25.3548486708	191	6	1.34E-018	0.2725	0
N	VI_DRsat	0.488	25.4068053279	10017	7	3.041E-018	0.1366	0
Ca	XV	0.487	25.4589753593	50	8	1.491E-017	0.4319	0
Ar	XVI	0.486	25.5113600823	4	2	5.597E-018	0.4319	0
Ca	XI	0.486	25.5113600823	55	1	8.306E-018	0.1719	0
Ca	XIII	0.486	25.5113600823	82	1	1.209E-017	0.2725	0
K	XIV	0.486	25.5113600823	42	1	3.446E-018	0.3431	0
C	VI	0.485	25.5639608247	84	1	1.943E-018	0.1366	0
Ca	XIV	0.485	25.5639608247	113	6	6.062E-018	0.3431	0
Ca	XIV	0.485	25.5639608247	109	6	1.495E-018	0.3431	0
C	VI	0.484	25.6167789256	67	1	2.813E-018	0.1366	0
C	VI	0.484	25.6167789256	66	1	1.093E-018	0.1366	0
Si	XII	0.483	25.669815735	36	1	1.35E-018	0.2165	0
Ca	XIII	0.483	25.669815735	76	1	2E-018	0.2725	0
Ca	XII	0.483	25.669815735	73	1	1.603E-018	0.2165	0
Ar	XVI	0.483	25.669815735	4	3	1.164E-017	0.4319	0
Ca	XII	0.483	25.669815735	72	1	1.124E-018	0.2165	0
C	VI	0.482	25.7230726141	52	1	4.055E-018	0.1366	0
C	VI	0.482	25.7230726141	51	1	1.8E-018	0.1366	0
Ca	XIII	0.482	25.7230726141	81	2	2.437E-018	0.2725	0
Ca	XIV	0.482	25.7230726141	110	7	1.633E-018	0.3431	0
Ca	XIV	0.482	25.7230726141	109	7	3.041E-018	0.3431	0
Fe	XXII	0.482	25.7230726141	153	21	1.898E-018	1.085	0
S	XIII	0.482	25.7230726141	53	2	1.074E-018	0.2725	0
Ca	XII	0.481	25.7765509356	71	1	1.672E-018	0.2165	0
S	XIII	0.481	25.7765509356	54	3	2.106E-018	0.2725	0
Ar	XV	0.481	25.7765509356	17	2	1.675E-018	0.3431	0
Ca	XIV	0.481	25.7765509356	112	8	1.253E-018	0.3431	0
Ca	XIV	0.481	25.7765509356	110	8	1.218E-018	0.3431	0
Ca	XIII	0.481	25.7765509356	74	1	1.161E-018	0.2725	0
Fe	XXII	0.481	25.7765509356	154	22	1.297E-018	1.085	0
Ar	XV	0.48	25.8302520833	18	3	3.119E-018	0.3431	0
Ar	XV	0.48	25.8302520833	17	3	1.248E-018	0.3431	0
C	VI	0.48	25.8302520833	39	1	6.296E-018	0.1366	0
C	VI	0.48	25.8302520833	38	1	3.168E-018	0.1366	0
S	XIII	0.48	25.8302520833	55	4	3.908E-018	0.2725	0
Ca	XIII	0.479	25.884177453	73	1	1.104E-017	0.2725	0
Ar	XV	0.478	25.9383284519	19	4	5.804E-018	0.3431	0
Ar	XV	0.478	25.9383284519	18	4	1.03E-018	0.3431	0
Fe	XXI	0.478	25.9383284519	460	25	1.346E-018	1.085	0
Ca	XIII	0.478	25.9383284519	72	1	1.207E-018	0.2725	0
Ca	XIII	0.477	25.992706499	69	1	2.128E-017	0.2725	0
Ca	XV	0.477	25.992706499	50	11	4.989E-018	0.4319	0
C	VI	0.476	26.0473130252	28	1	1.067E-017	0.1366	0
C	VI	0.476	26.0473130252	27	1	5.346E-018	0.1366	0
Ca	XIII	0.476	26.0473130252	68	1	3.192E-017	0.2725	0
Ca	XIII	0.475	26.1021494737	71	2	2.291E-018	0.2725	0
Ca	XIII	0.475	26.1021494737	71	3	1.142E-018	0.2725	0
Ca	XIII	0.474	26.1572172996	69	2	1.077E-018	0.2725	0
Ar	XIV	0.474	26.1572172996	20	2	1.849E-018	0.3431	0
Ca	XV	0.472	26.2680529661	30	8	6.4E-018	0.4319	0
Ar	XIV	0.472	26.2680529661	36	1	9.725E-018	0.3431	0
Ca	XIII	0.471	26.3238237792	57	1	1.469E-018	0.2725	0
Fe	XVI	0.471	26.3238237792	26	12	1.266E-018	0.3431	0
C	VI	0.47	26.3798319149	19	1	1.853E-017	0.1366	0
C	VI	0.47	26.3798319149	18	1	9.294E-018	0.1366	0
Ca	XIV	0.47	26.3798319149	18	1	7.063E-018	0.3431	0
Ca	XIII	0.47	26.3798319149	74	4	4.795E-018	0.2725	0
Cl	XII	0.469	26.4360788913	178	1	1.122E-018	0.2165	0
Ar	XIV	0.469	26.4360788913	36	2	3.391E-018	0.3431	0
Fe	XXI	0.469	26.4360788913	460	28	2.293E-018	1.085	0
Si	XII	0.469	26.4360788913	27	1	2.651E-018	0.2165	0
Si	XII	0.469	26.4360788913	26	1	1.337E-018	0.2165	0
Ca	XIV	0.468	26.4925662393	17	1	2.967E-018	0.3431	0
Ca	XIV	0.467	26.5492955032	16	1	1.522E-018	0.3431	0
Ca	XIII	0.466	26.6062682403	69	4	5.93E-018	0.2725	0
Ar	XII	0.466	26.6062682403	319	6	1.479E-018	0.2165	0
Ar	XIV	0.466	26.6062682403	33	1	1.134E-018	0.3431	0
Cl	XV	0.466	26.6062682403	6	1	1.302E-018	0.3431	0
Ar	XIV	0.465	26.6634860215	18	1	3.442E-018	0.3431	0
Ti	XIII	0.464	26.720950431	5	1	3.312E-018	0.2725	0
Ca	XIII	0.464	26.720950431	54	1	1.627E-017	0.2725	0
Ca	XIII	0.464	26.720950431	52	1	1.475E-018	0.2725	0
Ar	XIV	0.464	26.720950431	17	1	1.516E-018	0.3431	0
Ar	XIV	0.463	26.778663067	33	2	2.371E-018	0.3431	0
S	XII	0.462	26.8366255411	148	1	2.157E-018	0.2165	0
Ca	XV	0.462	26.8366255411	30	11	3.273E-018	0.4319	0
Ar	XIV	0.462	26.8366255411	32	2	1.046E-018	0.3431	0
Fe	XX	0.461	26.8948394794	560	19	1.718E-018	0.8617	0
Fe	XX	0.461	26.8948394794	514	16	1.262E-018	0.8617	0
S	XII	0.461	26.8948394794	145	1	1.907E-018	0.2165	0
S	XII	0.461	26.8948394794	148	2	2.19E-018	0.2165	0
Ca	XIII	0.461	26.8948394794	52	2	2.859E-018	0.2725	0
S	XII	0.46	26.9533065217	142	1	2.366E-018	0.2165	0
Ca	XI	0.46	26.9533065217	33	1	5.057E-018	0.1719	0
S	XIII	0.46	26.9533065217	56	5	1.965E-017	0.2725	0
S	XII	0.459	27.0120283224	145	2	1.423E-018	0.2165	0
C	VI	0.459	27.0120283224	12	1	5.033E-017	0.1366	0.01
C	VI	0.459	27.0120283224	11	1	2.547E-017	0.1366	0
Ti	XIII	0.459	27.0120283224	3	1	3.156E-018	0.2725	0
Ar	XV	0.459	27.0120283224	11	3	1.001E-018	0.3431	0
Si	XII	0.459	27.0120283224	38	3	1.592E-018	0.2165	0
Ca	XIII	0.459	27.0120283224	42	1	1.295E-018	0.2725	0
Ar	XV	0.458	27.0710065502	20	5	4.359E-017	0.3431	0
Ti	XIII	0.457	27.1302428884	2	1	2.449E-018	0.2725	0
Ar	XV	0.457	27.1302428884	11	4	1.69E-018	0.3431	0
Ca	XIII	0.456	27.1897390351	150	6	1.352E-018	0.2725	0
Ar	XIV	0.455	27.2494967033	112	6	2.146E-018	0.3431	0
K	XIII	0.455	27.2494967033	59	1	1.097E-018	0.2725	0
Ca	XIII	0.455	27.2494967033	149	6	1.189E-018	0.2725	0
K	XIII	0.455	27.2494967033	57	1	2.06E-018	0.2725	0
K	XIII	0.454	27.3095176211	56	1	2.706E-018	0.2725	0
Ar	XI	0.454	27.3095176211	301	1	2.511E-018	0.1719	0
Si	XIII	0.454	27.3095176211	22	2	1.123E-018	0.8617	0
Ar	XIV	0.453	27.369803532	96	9	1.773E-018	0.3431	0
S	XIII	0.453	27.369803532	48	5	1.143E-017	0.2725	0
Ar	XII	0.453	27.369803532	171	1	1.367E-018	0.2165	0
Ar	XII	0.452	27.4303561947	294	6	1.774E-018	0.2165	0
Ca	XII	0.452	27.4303561947	59	1	7.016E-018	0.2165	0
Ar	XIV	0.452	27.4303561947	113	10	1.876E-018	0.3431	0
Ca	XIII	0.452	27.4303561947	142	6	2.318E-018	0.2725	0
Fe	XVII	0.452	27.4303561947	194	2	1.21E-018	0.5437	0
Ar	XIV	0.451	27.4911773836	31	1	6.038E-017	0.3431	0.01
Ar	XIV	0.451	27.4911773836	109	4	1.878E-018	0.3431	0
Ar	XIV	0.451	27.4911773836	110	5	1.109E-018	0.3431	0
Ar	XIV	0.451	27.4911773836	92	4	1.05E-018	0.3431	0
Fe	XVII	0.451	27.4911773836	227	5	2.414E-018	0.5437	0
Ar	XII	0.451	27.4911773836	294	7	1.132E-018	0.2165	0
Fe	XVII	0.451	27.4911773836	197	3	5.194E-018	0.5437	0
S	XV	0.45	27.5522688889	12	2	1.607E-018	1.366	0
Ar	XIV	0.45	27.5522688889	108	4	2.511E-018	0.3431	0
Ar	XV	0.45	27.5522688889	46	10	1.586E-018	0.3431	0
Ar	XIV	0.45	27.5522688889	109	5	1.005E-018	0.3431	0
Ca	XII	0.449	27.6136325167	60	2	1.332E-018	0.2165	0
Ar	XIV	0.449	27.6136325167	50	2	5.757E-018	0.3431	0
Ar	XIV	0.449	27.6136325167	31	2	1.197E-017	0.3431	0
S	XIII	0.448	27.6752700893	82	10	1.266E-018	0.2725	0
Ca	XIII	0.447	27.7371834452	125	6	1.279E-018	0.2725	0
Ca	XIV	0.446	27.7993744395	47	6	1.366E-017	0.3431	0
Ar	XIV	0.446	27.7993744395	119	5	1.062E-018	0.3431	0
Ar	XI	0.446	27.7993744395	265	1	2.703E-018	0.1719	0
Ar	XI	0.446	27.7993744395	260	1	4.951E-018	0.1719	0
Si	XII	0.445	27.8618449438	28	2	1.737E-018	0.2165	0
S	XII	0.445	27.8618449438	194	6	1.608E-018	0.2165	0
Ar	XI	0.445	27.8618449438	254	1	5.465E-018	0.1719	0
Cl	XIV	0.444	27.9245968468	16	1	2.321E-018	0.2725	0
Si	XII	0.444	27.9245968468	18	1	7.344E-018	0.2165	0
Si	XII	0.444	27.9245968468	17	1	3.655E-018	0.2165	0
Si	XII	0.444	27.9245968468	29	3	3.124E-018	0.2165	0
Ca	XIV	0.444	27.9245968468	47	7	7.974E-018	0.3431	0
S	XII	0.444	27.9245968468	129	1	3.269E-017	0.2165	0
Fe	XXI	0.443	27.9876320542	465	40	2.221E-018	1.085	0
Ca	XII	0.443	27.9876320542	55	1	2.702E-017	0.2165	0
Ca	XII	0.443	27.9876320542	56	1	3.831E-017	0.2165	0
Si	XII	0.443	27.9876320542	25	3	1.119E-018	0.2165	0
Ca	XIV	0.443	27.9876320542	47	8	4.039E-018	0.3431	0
Ca	XII	0.442	28.0509524887	136	3	1.193E-018	0.2165	0
Ca	XV	0.442	28.0509524887	30	13	1.214E-018	0.4319	0
S	XII	0.442	28.0509524887	130	2	6.733E-018	0.2165	0
S	XII	0.442	28.0509524887	129	2	6.437E-018	0.2165	0
Ca	XII	0.442	28.0509524887	53	1	2.732E-018	0.2165	0
Ca	XII	0.441	28.1145600907	52	1	9.654E-018	0.2165	0
S	XII	0.441	28.1145600907	160	4	1.281E-018	0.2165	0
Ca	XII	0.441	28.1145600907	58	2	3.329E-018	0.2165	0
Ca	XII	0.441	28.1145600907	57	2	3.368E-018	0.2165	0
S	XII	0.44	28.1784568182	153	4	2.064E-018	0.2165	0
Ca	XII	0.44	28.1784568182	55	2	3.447E-018	0.2165	0
Ar	XIV	0.439	28.2426446469	111	6	1.463E-017	0.3431	0
Ar	XIV	0.439	28.2426446469	111	7	1.968E-018	0.3431	0
Cl	XV	0.439	28.2426446469	7	2	1.14E-018	0.3431	0
Ca	XII	0.438	28.3071255708	52	2	2.235E-018	0.2165	0
Ar	XIII	0.437	28.3719016018	62	3	2.071E-018	0.2725	0
Ar	XV	0.437	28.3719016018	12	5	2.868E-017	0.3431	0
Ar	XIII	0.437	28.3719016018	57	1	7.45E-018	0.2725	0
Cl	XV	0.437	28.3719016018	8	3	2.019E-018	0.3431	0
Fe	XX	0.436	28.4369747706	533	22	1.201E-018	0.8617	0
Ca	XIII	0.436	28.4369747706	25	2	1.299E-018	0.2725	0
C	VI	0.436	28.4369747706	7	1	1.516E-016	0.1366	0.02
C	VI	0.436	28.4369747706	6	1	7.63E-017	0.1366	0.01
Ar	XIII	0.435	28.5023471264	57	2	4.106E-018	0.2725	0
Ca	XII	0.435	28.5023471264	49	1	1.901E-017	0.2165	0
Ar	XIII	0.435	28.5023471264	143	7	5.448E-018	0.2725	0
Ca	XIV	0.435	28.5023471264	37	6	2.197E-018	0.3431	0
Fe	XXI	0.435	28.5023471264	606	83	1.418E-018	1.085	0
Ar	XI	0.434	28.5680207373	204	1	8.43E-018	0.1719	0
Ca	XII	0.433	28.6339976905	47	1	5.286E-018	0.2165	0
Ca	XII	0.433	28.6339976905	46	1	3.957E-018	0.2165	0
Ca	XII	0.432	28.7002800926	44	1	1.177E-018	0.2165	0
Ca	XII	0.432	28.7002800926	45	1	4.989E-018	0.2165	0
Ar	XI	0.432	28.7002800926	202	2	1.346E-018	0.1719	0
Ca	XII	0.431	28.7668700696	41	1	2.619E-018	0.2165	0
Ca	XII	0.431	28.7668700696	48	2	2.128E-018	0.2165	0
Ca	XII	0.431	28.7668700696	40	1	4.613E-018	0.2165	0
N	VI	0.431	28.7668700696	7	1	4.155E-016	0.1366	0.04
N	V_DRsat	0.43	28.8337697674	10205	19	1.459E-018	0.1085	0
N	V_DRsat	0.43	28.8337697674	10206	20	2.043E-018	0.1085	0
Ar	XIII	0.43	28.8337697674	148	11	2E-018	0.2725	0
N	V_DRsat	0.43	28.8337697674	10187	18	1.649E-018	0.1085	0
N	V_DRsat	0.43	28.8337697674	10139	12	1.848E-018	0.1085	0
N	V_DRsat	0.43	28.8337697674	10140	13	2.537E-018	0.1085	0
Ca	XII	0.43	28.8337697674	39	1	1.352E-018	0.2165	0
S	XII	0.43	28.8337697674	195	9	1.031E-018	0.2165	0
N	V_DRsat	0.43	28.8337697674	10122	11	1.974E-018	0.1085	0
Ar	XIV	0.43	28.8337697674	77	6	1.656E-018	0.3431	0
N	V_DRsat	0.429	28.900981352	10094	7	1.983E-018	0.1085	0
N	V_DRsat	0.429	28.900981352	10095	8	2.9E-018	0.1085	0
Ca	XII	0.429	28.900981352	46	2	2.728E-018	0.2165	0
S	XII	0.429	28.900981352	196	10	1.422E-018	0.2165	0
Ar	XIV	0.429	28.900981352	92	6	3.398E-018	0.3431	0
N	V_DRsat	0.429	28.900981352	10073	4	1.221E-018	0.1085	0
Ca	XIII	0.429	28.900981352	15	1	1.482E-017	0.2725	0
N	V_DRsat	0.429	28.900981352	10088	5	1.192E-018	0.1085	0
N	V_DRsat	0.429	28.900981352	10089	6	2.125E-018	0.1085	0
Ca	XIII	0.428	28.9685070093	14	1	2.296E-018	0.2725	0
K	XIV	0.428	28.9685070093	43	8	1.029E-018	0.3431	0
Ca	XIII	0.428	28.9685070093	25	4	1.017E-018	0.2725	0
Ca	XIV	0.428	28.9685070093	32	6	5.354E-018	0.3431	0
Ca	XII	0.428	28.9685070093	42	2	1.089E-018	0.2165	0
Fe	XIX	0.427	29.0363489461	468	13	1.749E-018	0.8617	0
N	VI	0.426	29.1045093897	5	1	5.213E-017	0.1366	0.01
Ar	XIII	0.426	29.1045093897	44	2	2.381E-018	0.2725	0
Ca	XIV	0.426	29.1045093897	32	7	4.547E-018	0.3431	0
Ca	XIII	0.425	29.1729905882	14	2	1.628E-018	0.2725	0
Ca	XIV	0.425	29.1729905882	29	6	1.802E-018	0.3431	0
Ar	XIII	0.425	29.1729905882	44	3	1.703E-018	0.2725	0
Ar	XIII	0.425	29.1729905882	37	1	1.13E-016	0.2725	0.01
Ar	XIV	0.425	29.1729905882	95	8	4.77E-018	0.3431	0
Ca	XIV	0.424	29.2417948113	32	8	2.667E-018	0.3431	0
Ca	XII	0.424	29.2417948113	102	3	1.118E-018	0.2165	0
Ar	XV	0.424	29.2417948113	16	8	1.709E-018	0.3431	0
Cl	XV	0.424	29.2417948113	4	3	1.101E-018	0.3431	0
Ar	XIII	0.424	29.2417948113	39	2	3.021E-018	0.2725	0
Ca	XIV	0.424	29.2417948113	27	6	1.794E-018	0.3431	0
Ar	XIII	0.424	29.2417948113	41	3	1.876E-018	0.2725	0
Ar	XIII	0.423	29.3109243499	37	2	3.318E-017	0.2725	0
S	XII	0.423	29.3109243499	172	6	5.247E-018	0.2165	0
S	XII	0.423	29.3109243499	172	7	1.132E-018	0.2165	0
Ar	XIII	0.422	29.3803815166	76	6	1.611E-018	0.2725	0
Ar	XIV	0.422	29.3803815166	16	1	1.493E-018	0.3431	0
S	XII	0.422	29.3803815166	160	6	1.218E-018	0.2165	0
S	XII	0.422	29.3803815166	186	9	1.07E-018	0.2165	0
Ar	XI	0.421	29.4501686461	160	1	1.049E-018	0.2165	0
S	XII	0.421	29.4501686461	158	6	2.014E-018	0.2165	0
Ar	XIII	0.421	29.4501686461	35	2	1.504E-018	0.2725	0
Si	XII	0.421	29.4501686461	19	2	4.466E-018	0.2165	0
N	V_DRsat	0.421	29.4501686461	10004	1	2.15E-018	0.08617	0
N	V_DRsat	0.421	29.4501686461	10003	1	1.097E-018	0.08617	0
Ca	XII	0.421	29.4501686461	96	3	1.301E-018	0.2165	0
Ar	XIII	0.421	29.4501686461	52	4	1.583E-018	0.2725	0
Fe	XVII	0.42	29.5202880952	202	7	1.949E-018	0.5437	0
Ca	XIV	0.42	29.5202880952	26	7	1.183E-018	0.3431	0
Fe	XVII	0.42	29.5202880952	140	2	2.116E-018	0.5437	0
Si	XII	0.42	29.5202880952	20	3	8.077E-018	0.2165	0
Ca	XIII	0.42	29.5202880952	16	4	4.882E-018	0.2725	0
N	VI	0.42	29.5202880952	2	1	3.589E-016	0.1366	0.04
Fe	XVII	0.42	29.5202880952	138	2	1.317E-018	0.5437	0
Ar	XIII	0.42	29.5202880952	69	6	1.208E-018	0.2725	0
Fe	XVII	0.42	29.5202880952	143	3	8.941E-018	0.5437	0
Fe	XVII	0.42	29.5202880952	177	5	5.661E-018	0.5437	0
Ar	XIV	0.419	29.5907422434	16	2	3.077E-018	0.3431	0
Si	XII	0.419	29.5907422434	16	2	1.269E-018	0.2165	0
Ar	XIII	0.419	29.5907422434	68	6	1.033E-018	0.2725	0
Ar	XIII	0.419	29.5907422434	34	3	5.076E-018	0.2725	0
S	XV	0.419	29.5907422434	9	7	1.072E-018	1.366	0
N	V_DRsat	0.419	29.5907422434	10247	2	1.216E-018	0.08617	0
N	V_DRsat	0.419	29.5907422434	10248	3	2.125E-018	0.08617	0
Fe	XVII	0.419	29.5907422434	176	5	1.157E-018	0.5437	0
Fe	XVII	0.419	29.5907422434	200	8	3.357E-018	0.5437	0
S	XI	0.419	29.5907422434	214	1	4.896E-018	0.1719	0
Fe	XVII	0.418	29.6615334928	205	9	1.212E-018	0.5437	0
Ca	XIII	0.418	29.6615334928	12	1	4.52E-018	0.2725	0
Si	XII	0.418	29.6615334928	16	3	2.797E-018	0.2165	0
Ca	XIV	0.418	29.6615334928	45	10	1.5E-018	0.3431	0
S	XI	0.418	29.6615334928	214	2	2.934E-018	0.1719	0
Fe	XVII	0.418	29.6615334928	229	13	1.263E-018	0.5437	0
K	XII	0.418	29.6615334928	69	1	1.611E-018	0.2165	0
K	X	0.418	29.6615334928	67	1	1.07E-018	0.1366	0
Fe	XVII	0.418	29.6615334928	230	14	1.303E-018	0.5437	0
K	XII	0.417	29.7326642686	68	1	2.024E-018	0.2165	0
Fe	XVII	0.416	29.8041370192	204	10	1.662E-018	0.5437	0
Ca	XIII	0.415	29.8759542169	12	2	2.14E-018	0.2725	0
Ar	XIV	0.415	29.8759542169	75	6	2.162E-017	0.3431	0
Ar	XII	0.414	29.9481183575	197	6	3.664E-018	0.2165	0
Ar	XIII	0.414	29.9481183575	151	14	1.111E-018	0.2725	0
S	XII	0.414	29.9481183575	136	6	1.128E-017	0.2165	0
Ca	XIII	0.413	30.0206319613	11	1	1.449E-017	0.2725	0
Ar	XIV	0.413	30.0206319613	77	9	2.025E-018	0.3431	0
Ar	XII	0.413	30.0206319613	196	7	1.503E-018	0.2165	0
S	XI	0.412	30.0934975728	349	8	1.735E-018	0.1719	0
Ar	XIV	0.412	30.0934975728	92	9	1.02E-018	0.3431	0
S	XII	0.412	30.0934975728	174	8	1.847E-018	0.2165	0
Ar	XIII	0.412	30.0934975728	35	4	3.048E-018	0.2725	0
Ar	X	0.411	30.1667177616	186	1	1.6E-018	0.1366	0
Ca	XIII	0.41	30.240295122	11	2	2.156E-018	0.2725	0
Ar	XIII	0.41	30.240295122	33	4	3.591E-018	0.2725	0
Ca	XIII	0.409	30.3142322738	90	6	1.431E-017	0.2725	0
Si	XI	0.409	30.3142322738	88	1	8.556E-018	0.1719	0
Ar	XI	0.409	30.3142322738	320	6	1.409E-018	0.1719	0
S	XIV	0.407	30.4631965602	6	1	7.518E-017	0.2725	0.01
Ca	XI	0.407	30.4631965602	27	1	1.655E-016	0.1719	0.02
Ar	XIII	0.407	30.4631965602	98	8	1.22E-018	0.2725	0
Fe	XX	0.407	30.4631965602	543	42	1.211E-018	0.8617	0
Ar	XIII	0.407	30.4631965602	51	5	2.48E-018	0.2725	0
S	XIV	0.407	30.4631965602	5	1	3.807E-017	0.2725	0
Ca	XIII	0.407	30.4631965602	90	7	4.089E-018	0.2725	0
S	XII	0.406	30.538229064	158	9	1.624E-018	0.2165	0
S	XII	0.406	30.538229064	160	10	1.139E-018	0.2165	0
Fe	XIX	0.405	30.6136320988	426	18	1.029E-018	0.8617	0
K	XII	0.405	30.6136320988	54	1	1.113E-018	0.2165	0
Ar	XII	0.405	30.6136320988	80	1	2.28E-018	0.2165	0
Ar	XII	0.405	30.6136320988	79	1	4.334E-018	0.2165	0
Ar	XII	0.405	30.6136320988	78	1	7.098E-018	0.2165	0
Fe	XXIV	0.403	30.765560794	11	4	4.742E-018	1.719	0
Fe	XIX	0.403	30.765560794	427	19	2.013E-018	0.8617	0
Ca	XII	0.403	30.765560794	21	1	3.553E-018	0.2165	0
Ar	XIV	0.402	30.8420920398	75	8	6.082E-018	0.3431	0
S	XII	0.402	30.8420920398	136	8	3.735E-018	0.2165	0
Ca	XI	0.402	30.8420920398	23	1	1.809E-017	0.1719	0
Ar	XIII	0.402	30.8420920398	84	8	2.432E-018	0.2725	0
Ar	XIII	0.402	30.8420920398	84	7	1.46E-017	0.2725	0
Fe	XXIV	0.401	30.9190049875	10	4	2.42E-018	1.719	0
Cl	XIV	0.401	30.9190049875	20	5	4.215E-018	0.2725	0
Ar	X	0.401	30.9190049875	170	1	4.687E-018	0.1366	0
Ar	X	0.4	30.9963025	169	1	2.826E-018	0.1366	0
Ar	X	0.4	30.9963025	171	1	5.964E-018	0.1366	0
S	XI	0.4	30.9963025	228	6	1.094E-018	0.1719	0
Ar	XIII	0.4	30.9963025	37	5	1.181E-018	0.2725	0
Si	XII	0.4	30.9963025	11	1	2.474E-017	0.2165	0
Ca	X	0.4	30.9963025	64	1	1.311E-018	0.1366	0
Si	XII	0.4	30.9963025	10	1	1.229E-017	0.2165	0
Ca	XII	0.4	30.9963025	78	3	1.516E-018	0.2165	0
Ar	XIII	0.399	31.0739874687	143	15	1.069E-018	0.2725	0
S	XI	0.399	31.0739874687	64	1	6.689E-017	0.1719	0.01
S	XI	0.399	31.0739874687	67	3	1.422E-018	0.1719	0
Ca	XII	0.399	31.0739874687	21	2	3.487E-018	0.2165	0
Fe	XIX	0.399	31.0739874687	690	97	1.617E-018	0.8617	0
S	XI	0.399	31.0739874687	64	2	1.481E-017	0.1719	0
Fe	XIX	0.399	31.0739874687	432	23	2.351E-018	0.8617	0
Cl	XIII	0.399	31.0739874687	22	1	5.874E-018	0.2725	0
Ar	X	0.398	31.1520628141	172	2	1.02E-018	0.1366	0
Ar	X	0.398	31.1520628141	170	2	1.076E-018	0.1366	0
Ar	XIII	0.398	31.1520628141	98	11	3.294E-018	0.2725	0
S	XI	0.398	31.1520628141	63	2	4.566E-018	0.1719	0
Ar	XIII	0.398	31.1520628141	98	12	2.305E-018	0.2725	0
Fe	XVIII	0.397	31.2305314861	208	4	2.401E-018	0.6845	0
S	XI	0.397	31.2305314861	62	3	2.176E-018	0.1719	0
Fe	XVIII	0.397	31.2305314861	207	4	1.357E-018	0.6845	0
Ca	XI	0.397	31.2305314861	17	1	6.919E-018	0.1719	0
Fe	XVIII	0.397	31.2305314861	236	7	1.296E-018	0.6845	0
Fe	XVIII	0.397	31.2305314861	290	9	2.541E-018	0.6845	0
Cl	XIII	0.396	31.3093964646	22	2	1.148E-018	0.2725	0
